Node id 	       36972	
  X     	   1372.0000	
  Y     	    -10.0000	
  Z     	      0.0000	
STEP   1	0.000000E+00	
STEP   2	-3.573585E+03	
STEP   3	-7.147171E+03	
STEP   4	-1.072076E+04	
STEP   5	-1.429434E+04	
STEP   6	-1.786793E+04	
STEP   7	-2.144151E+04	
STEP   8	-2.501510E+04	
STEP   9	-2.858868E+04	
STEP  10	-3.216227E+04	
STEP  11	-3.573586E+04	
STEP  12	-3.930944E+04	
STEP  13	-4.288303E+04	
STEP  14	-4.645661E+04	
STEP  15	-5.003020E+04	
STEP  16	-5.360372E+04	
STEP  17	-5.717581E+04	
STEP  18	-6.074378E+04	
STEP  19	-6.430689E+04	
STEP  20	-6.786559E+04	
STEP  21	-7.141412E+04	
STEP  22	-7.494860E+04	
STEP  23	-7.846474E+04	
STEP  24	-8.195588E+04	
STEP  25	-8.540425E+04	
STEP  26	-8.878939E+04	
STEP  27	-9.210163E+04	
STEP  28	-9.533223E+04	
STEP  29	-9.846200E+04	
STEP  30	-1.014882E+05	
STEP  31	-1.043971E+05	
STEP  32	-1.071812E+05	
STEP  33	-1.098226E+05	
STEP  34	-1.123062E+05	
STEP  35	-1.146078E+05	
STEP  36	-1.167426E+05	
STEP  37	-1.187616E+05	
STEP  38	-1.206521E+05	
STEP  39	-1.224125E+05	
STEP  40	-1.240537E+05	
STEP  41	-1.255784E+05	
STEP  42	-1.269949E+05	
STEP  43	-1.283210E+05	
STEP  44	-1.295550E+05	
STEP  45	-1.307011E+05	
STEP  46	-1.317627E+05	
STEP  47	-1.327522E+05	
STEP  48	-1.336905E+05	
STEP  49	-1.345829E+05	
STEP  50	-1.354320E+05	
STEP  51	-1.362395E+05	
STEP  52	-1.370124E+05	
STEP  53	-1.377532E+05	
STEP  54	-1.384602E+05	
STEP  55	-1.391357E+05	
STEP  56	-1.397830E+05	
STEP  57	-1.404062E+05	
STEP  58	-1.410056E+05	
STEP  59	-1.415831E+05	
STEP  60	-1.421399E+05	
STEP  61	-1.426772E+05	
STEP  62	-1.431975E+05	
STEP  63	-1.436996E+05	
STEP  64	-1.441844E+05	
STEP  65	-1.446534E+05	
STEP  66	-1.451075E+05	
STEP  67	-1.455475E+05	
STEP  68	-1.459746E+05	
STEP  69	-1.463883E+05	
STEP  70	-1.467886E+05	
STEP  71	-1.471763E+05	
STEP  72	-1.475525E+05	
STEP  73	-1.479180E+05	
STEP  74	-1.482731E+05	
STEP  75	-1.486181E+05	
STEP  76	-1.489536E+05	
STEP  77	-1.492795E+05	
STEP  78	-1.495967E+05	
STEP  79	-1.499056E+05	
STEP  80	-1.502066E+05	
STEP  81	-1.504993E+05	
STEP  82	-1.507843E+05	
STEP  83	-1.510620E+05	
STEP  84	-1.513328E+05	
STEP  85	-1.515971E+05	
STEP  86	-1.518549E+05	
STEP  87	-1.521066E+05	
STEP  88	-1.523524E+05	
STEP  89	-1.525928E+05	
STEP  90	-1.528281E+05	
STEP  91	-1.530582E+05	
STEP  92	-1.532838E+05	
STEP  93	-1.535045E+05	
STEP  94	-1.537204E+05	
STEP  95	-1.539320E+05	
STEP  96	-1.541395E+05	
STEP  97	-1.543429E+05	
STEP  98	-1.545424E+05	
STEP  99	-1.547380E+05	
STEP 100	-1.549302E+05	
STEP 101	-1.551189E+05	
STEP 102	-1.553041E+05	
STEP 103	-1.554860E+05	
STEP 104	-1.556650E+05	
STEP 105	-1.558410E+05	
STEP 106	-1.560140E+05	
STEP 107	-1.561837E+05	
STEP 108	-1.563505E+05	
STEP 109	-1.565144E+05	
STEP 110	-1.566756E+05	
STEP 111	-1.568341E+05	
STEP 112	-1.569900E+05	
STEP 113	-1.571434E+05	
STEP 114	-1.572945E+05	
STEP 115	-1.574433E+05	
STEP 116	-1.575902E+05	
STEP 117	-1.577351E+05	
STEP 118	-1.578780E+05	
STEP 119	-1.580188E+05	
STEP 120	-1.581576E+05	
STEP 121	-1.582945E+05	
STEP 122	-1.591072E+05	
STEP 123	-1.598220E+05	
STEP 124	-1.604993E+05	
STEP 125	-1.611330E+05	
STEP 126	-1.617267E+05	
STEP 127	-1.622830E+05	
STEP 128	-1.628057E+05	
STEP 129	-1.632978E+05	
STEP 130	-1.637617E+05	
STEP 131	-1.642013E+05	
STEP 132	-1.646194E+05	
STEP 133	-1.650179E+05	
STEP 134	-1.653996E+05	
STEP 135	-1.657666E+05	
STEP 136	-1.661181E+05	
STEP 137	-1.664558E+05	
STEP 138	-1.667808E+05	
STEP 139	-1.670946E+05	
STEP 140	-1.673985E+05	
STEP 141	-1.676936E+05	
STEP 142	-1.679800E+05	
STEP 143	-1.682581E+05	
STEP 144	-1.685284E+05	
STEP 145	-1.687912E+05	
STEP 146	-1.690472E+05	
STEP 147	-1.692964E+05	
STEP 148	-1.695397E+05	
STEP 149	-1.697774E+05	
STEP 150	-1.700095E+05	
STEP 151	-1.702367E+05	
STEP 152	-1.704589E+05	
STEP 153	-1.706765E+05	
STEP 154	-1.708899E+05	
STEP 155	-1.710993E+05	
STEP 156	-1.713049E+05	
STEP 157	-1.715070E+05	
STEP 158	-1.717055E+05	
STEP 159	-1.719006E+05	
STEP 160	-1.720925E+05	
STEP 161	-1.722813E+05	
STEP 162	-1.724672E+05	
STEP 163	-1.726502E+05	
STEP 164	-1.728304E+05	
STEP 165	-1.730080E+05	
STEP 166	-1.731828E+05	
STEP 167	-1.733551E+05	
STEP 168	-1.735251E+05	
STEP 169	-1.736928E+05	
STEP 170	-1.738584E+05	
STEP 171	-1.740218E+05	
STEP 172	-1.741831E+05	
STEP 173	-1.743425E+05	
STEP 174	-1.744999E+05	
STEP 175	-1.746555E+05	
STEP 176	-1.748092E+05	
STEP 177	-1.749612E+05	
STEP 178	-1.751116E+05	
STEP 179	-1.752604E+05	
STEP 180	-1.754078E+05	
STEP 181	-1.755536E+05	
STEP 182	-1.756979E+05	
STEP 183	-1.758408E+05	
STEP 184	-1.759823E+05	
STEP 185	-1.761225E+05	
STEP 186	-1.762614E+05	
STEP 187	-1.763990E+05	
STEP 188	-1.765355E+05	
STEP 189	-1.766707E+05	
STEP 190	-1.768047E+05	
STEP 191	-1.769376E+05	
STEP 192	-1.770694E+05	
STEP 193	-1.772000E+05	
STEP 194	-1.773297E+05	
STEP 195	-1.774583E+05	
STEP 196	-1.775859E+05	
STEP 197	-1.777125E+05	
STEP 198	-1.778383E+05	
STEP 199	-1.779631E+05	
STEP 200	-1.780871E+05	
STEP 201	-1.782102E+05	
