Node id 	       36972	
  X     	   1372.0000	
  Y     	    -40.0000	
  Z     	      0.0000	
STEP   1	0.000000E+00	
STEP   2	-3.545007E+03	
STEP   3	-7.090014E+03	
STEP   4	-1.063502E+04	
STEP   5	-1.418003E+04	
STEP   6	-1.772503E+04	
STEP   7	-2.127004E+04	
STEP   8	-2.481505E+04	
STEP   9	-2.836005E+04	
STEP  10	-3.190506E+04	
STEP  11	-3.545007E+04	
STEP  12	-3.899507E+04	
STEP  13	-4.253995E+04	
STEP  14	-4.608349E+04	
STEP  15	-4.962455E+04	
STEP  16	-5.316271E+04	
STEP  17	-5.669768E+04	
STEP  18	-6.022761E+04	
STEP  19	-6.375121E+04	
STEP  20	-6.726301E+04	
STEP  21	-7.075795E+04	
STEP  22	-7.422611E+04	
STEP  23	-7.765248E+04	
STEP  24	-8.102334E+04	
STEP  25	-8.432675E+04	
STEP  26	-8.754206E+04	
STEP  27	-9.065452E+04	
STEP  28	-9.365529E+04	
STEP  29	-9.651060E+04	
STEP  30	-9.918121E+04	
STEP  31	-1.016937E+05	
STEP  32	-1.041098E+05	
STEP  33	-1.064181E+05	
STEP  34	-1.086264E+05	
STEP  35	-1.107349E+05	
STEP  36	-1.127500E+05	
STEP  37	-1.146730E+05	
STEP  38	-1.165062E+05	
STEP  39	-1.182562E+05	
STEP  40	-1.199259E+05	
STEP  41	-1.215108E+05	
STEP  42	-1.230157E+05	
STEP  43	-1.244543E+05	
STEP  44	-1.258283E+05	
STEP  45	-1.271371E+05	
STEP  46	-1.283844E+05	
STEP  47	-1.295744E+05	
STEP  48	-1.307065E+05	
STEP  49	-1.317839E+05	
STEP  50	-1.328078E+05	
STEP  51	-1.337807E+05	
STEP  52	-1.347047E+05	
STEP  53	-1.355782E+05	
STEP  54	-1.364016E+05	
STEP  55	-1.371771E+05	
STEP  56	-1.379040E+05	
STEP  57	-1.385853E+05	
STEP  58	-1.392344E+05	
STEP  59	-1.398580E+05	
STEP  60	-1.404565E+05	
STEP  61	-1.410314E+05	
STEP  62	-1.415867E+05	
STEP  63	-1.421227E+05	
STEP  64	-1.426406E+05	
STEP  65	-1.431420E+05	
STEP  66	-1.436268E+05	
STEP  67	-1.440970E+05	
STEP  68	-1.445535E+05	
STEP  69	-1.449968E+05	
STEP  70	-1.454270E+05	
STEP  71	-1.458446E+05	
STEP  72	-1.462503E+05	
STEP  73	-1.466444E+05	
STEP  74	-1.470277E+05	
STEP  75	-1.474012E+05	
STEP  76	-1.477648E+05	
STEP  77	-1.481188E+05	
STEP  78	-1.484641E+05	
STEP  79	-1.488012E+05	
STEP  80	-1.491305E+05	
STEP  81	-1.494520E+05	
STEP  82	-1.497657E+05	
STEP  83	-1.500720E+05	
STEP  84	-1.503718E+05	
STEP  85	-1.506650E+05	
STEP  86	-1.509520E+05	
STEP  87	-1.512327E+05	
STEP  88	-1.515076E+05	
STEP  89	-1.517765E+05	
STEP  90	-1.520398E+05	
STEP  91	-1.522975E+05	
STEP  92	-1.525497E+05	
STEP  93	-1.527966E+05	
STEP  94	-1.530392E+05	
STEP  95	-1.532771E+05	
STEP  96	-1.535105E+05	
STEP  97	-1.537398E+05	
STEP  98	-1.539655E+05	
STEP  99	-1.541874E+05	
STEP 100	-1.544054E+05	
STEP 101	-1.546194E+05	
STEP 102	-1.548297E+05	
STEP 103	-1.550367E+05	
STEP 104	-1.552403E+05	
STEP 105	-1.554404E+05	
STEP 106	-1.556373E+05	
STEP 107	-1.558310E+05	
STEP 108	-1.560217E+05	
STEP 109	-1.562094E+05	
STEP 110	-1.563942E+05	
STEP 111	-1.565764E+05	
STEP 112	-1.567558E+05	
STEP 113	-1.569327E+05	
STEP 114	-1.571071E+05	
STEP 115	-1.572792E+05	
STEP 116	-1.574489E+05	
STEP 117	-1.576163E+05	
STEP 118	-1.577811E+05	
STEP 119	-1.579436E+05	
STEP 120	-1.581038E+05	
STEP 121	-1.582616E+05	
STEP 122	-1.591966E+05	
STEP 123	-1.600149E+05	
STEP 124	-1.607907E+05	
STEP 125	-1.615165E+05	
STEP 126	-1.621972E+05	
STEP 127	-1.628354E+05	
STEP 128	-1.634368E+05	
STEP 129	-1.640071E+05	
STEP 130	-1.645497E+05	
STEP 131	-1.650685E+05	
STEP 132	-1.655642E+05	
STEP 133	-1.660375E+05	
STEP 134	-1.664903E+05	
STEP 135	-1.669241E+05	
STEP 136	-1.673403E+05	
STEP 137	-1.677416E+05	
STEP 138	-1.681282E+05	
STEP 139	-1.685014E+05	
STEP 140	-1.688633E+05	
STEP 141	-1.692145E+05	
STEP 142	-1.695557E+05	
STEP 143	-1.698880E+05	
STEP 144	-1.702114E+05	
STEP 145	-1.705266E+05	
STEP 146	-1.708343E+05	
STEP 147	-1.711348E+05	
STEP 148	-1.714283E+05	
STEP 149	-1.717155E+05	
STEP 150	-1.719966E+05	
STEP 151	-1.722719E+05	
STEP 152	-1.725420E+05	
STEP 153	-1.728070E+05	
STEP 154	-1.730671E+05	
STEP 155	-1.733226E+05	
STEP 156	-1.735735E+05	
STEP 157	-1.738200E+05	
STEP 158	-1.740623E+05	
STEP 159	-1.743006E+05	
STEP 160	-1.745352E+05	
STEP 161	-1.747665E+05	
STEP 162	-1.749944E+05	
STEP 163	-1.752190E+05	
STEP 164	-1.754406E+05	
STEP 165	-1.756592E+05	
STEP 166	-1.758751E+05	
STEP 167	-1.760881E+05	
STEP 168	-1.762984E+05	
STEP 169	-1.765060E+05	
STEP 170	-1.767112E+05	
STEP 171	-1.769139E+05	
STEP 172	-1.771142E+05	
STEP 173	-1.773124E+05	
STEP 174	-1.775083E+05	
STEP 175	-1.777019E+05	
STEP 176	-1.778935E+05	
STEP 177	-1.780830E+05	
STEP 178	-1.782705E+05	
STEP 179	-1.784562E+05	
STEP 180	-1.786402E+05	
STEP 181	-1.788224E+05	
STEP 182	-1.790027E+05	
STEP 183	-1.791814E+05	
STEP 184	-1.793586E+05	
STEP 185	-1.795342E+05	
STEP 186	-1.797083E+05	
STEP 187	-1.798809E+05	
STEP 188	-1.800520E+05	
STEP 189	-1.802218E+05	
STEP 190	-1.803901E+05	
STEP 191	-1.805571E+05	
STEP 192	-1.807227E+05	
STEP 193	-1.808870E+05	
STEP 194	-1.810501E+05	
STEP 195	-1.812119E+05	
STEP 196	-1.813726E+05	
STEP 197	-1.815320E+05	
STEP 198	-1.816903E+05	
STEP 199	-1.818475E+05	
STEP 200	-1.820036E+05	
STEP 201	-1.821586E+05	
